Week Ending Date,Metric,Category,Waiting Bands,Count
13/10/2024,Age,Over 65 Years,Over 52 Weeks,76310
13/10/2024,Age,Over 65 Years,Total,2449315
13/10/2024,Sex,Female,Unknown Clock Start,3140
13/10/2024,Sex,Female,01 To 18 Weeks,2286410
13/10/2024,Sex,Female,18 To 52 Weeks,1555975
13/10/2024,Sex,Female,Over 52 Weeks,137720
13/10/2024,Sex,Female,Total,3983245
13/10/2024,Sex,Male,Unknown Clock Start,1920
13/10/2024,Sex,Male,01 To 18 Weeks,1754235
13/10/2024,Sex,Male,18 To 52 Weeks,1164620
13/10/2024,Sex,Male,Over 52 Weeks,101185
13/10/2024,Sex,Male,Total,3021955
20/10/2024,Age,0-18 Years,Unknown Clock Start,205
20/10/2024,Age,0-18 Years,01 To 18 Weeks,443335
20/10/2024,Age,0-18 Years,18 To 52 Weeks,323915
20/10/2024,Age,0-18 Years,Over 52 Weeks,25765
20/10/2024,Age,0-18 Years,Total,793220
20/10/2024,Age,19-64 Years,Unknown Clock Start,2405
20/10/2024,Age,19-64 Years,01 To 18 Weeks,2316210
20/10/2024,Age,19-64 Years,18 To 52 Weeks,1656515
20/10/2024,Age,19-64 Years,Over 52 Weeks,153635
20/10/2024,Age,19-64 Years,Total,4128760
20/10/2024,Age,Over 65 Years,Unknown Clock Start,1985
20/10/2024,Age,Over 65 Years,01 To 18 Weeks,1491260
20/10/2024,Age,Over 65 Years,18 To 52 Weeks,890085
20/10/2024,Age,Over 65 Years,Over 52 Weeks,75540
20/10/2024,Age,Over 65 Years,Total,2458870
20/10/2024,Sex,Female,Unknown Clock Start,2800
20/10/2024,Sex,Female,01 To 18 Weeks,2306730
20/10/2024,Sex,Female,18 To 52 Weeks,1570265
20/10/2024,Sex,Female,Over 52 Weeks,137485
20/10/2024,Sex,Female,Total,4017280
20/10/2024,Sex,Male,Unknown Clock Start,1690
20/10/2024,Sex,Male,01 To 18 Weeks,1766890
20/10/2024,Sex,Male,18 To 52 Weeks,1176050
20/10/2024,Sex,Male,Over 52 Weeks,100890
20/10/2024,Sex,Male,Total,3045520
27/10/2024,Age,0-18 Years,Unknown Clock Start,110
27/10/2024,Age,0-18 Years,01 To 18 Weeks,438335
27/10/2024,Age,0-18 Years,18 To 52 Weeks,322995
27/10/2024,Age,0-18 Years,Over 52 Weeks,25030
27/10/2024,Age,0-18 Years,Total,786470
27/10/2024,Age,19-64 Years,Unknown Clock Start,2260
27/10/2024,Age,19-64 Years,01 To 18 Weeks,2303715
27/10/2024,Age,19-64 Years,18 To 52 Weeks,1653320
27/10/2024,Age,19-64 Years,Over 52 Weeks,150630
27/10/2024,Age,19-64 Years,Total,4109930
27/10/2024,Age,Over 65 Years,Unknown Clock Start,1940
27/10/2024,Age,Over 65 Years,01 To 18 Weeks,1477270
27/10/2024,Age,Over 65 Years,18 To 52 Weeks,887970
27/10/2024,Age,Over 65 Years,Over 52 Weeks,74245
27/10/2024,Age,Over 65 Years,Total,2441425
27/10/2024,Sex,Female,Unknown Clock Start,2745
27/10/2024,Sex,Female,01 To 18 Weeks,2304905
27/10/2024,Sex,Female,18 To 52 Weeks,1570905
27/10/2024,Sex,Female,Over 52 Weeks,135030
27/10/2024,Sex,Female,Total,4013590
27/10/2024,Sex,Male,Unknown Clock Start,1570
27/10/2024,Sex,Male,01 To 18 Weeks,1764265
27/10/2024,Sex,Male,18 To 52 Weeks,1176655
27/10/2024,Sex,Male,Over 52 Weeks,98815
27/10/2024,Sex,Male,Total,3041300
03/11/2024,Age,0-18 Years,Unknown Clock Start,95
03/11/2024,Age,0-18 Years,01 To 18 Weeks,439330
03/11/2024,Age,0-18 Years,18 To 52 Weeks,322245
03/11/2024,Age,0-18 Years,Over 52 Weeks,24680
03/11/2024,Age,0-18 Years,Total,786355
03/11/2024,Age,19-64 Years,Unknown Clock Start,2260
03/11/2024,Age,19-64 Years,01 To 18 Weeks,2313735
03/11/2024,Age,19-64 Years,18 To 52 Weeks,1651290
03/11/2024,Age,19-64 Years,Over 52 Weeks,147920
03/11/2024,Age,19-64 Years,Total,4115200
03/11/2024,Age,Over 65 Years,Unknown Clock Start,1935
03/11/2024,Age,Over 65 Years,01 To 18 Weeks,1482655
03/11/2024,Age,Over 65 Years,18 To 52 Weeks,888225
03/11/2024,Age,Over 65 Years,Over 52 Weeks,72905
03/11/2024,Age,Over 65 Years,Total,2445720
03/11/2024,Sex,Female,Unknown Clock Start,2720
03/11/2024,Sex,Female,01 To 18 Weeks,2301660
03/11/2024,Sex,Female,18 To 52 Weeks,1563695
03/11/2024,Sex,Female,Over 52 Weeks,132740
03/11/2024,Sex,Female,Total,4000820
03/11/2024,Sex,Male,Unknown Clock Start,1570
03/11/2024,Sex,Male,01 To 18 Weeks,1763015
03/11/2024,Sex,Male,18 To 52 Weeks,1170260
03/11/2024,Sex,Male,Over 52 Weeks,97235
03/11/2024,Sex,Male,Total,3032075
10/11/2024,Age,0-18 Years,Unknown Clock Start,125
10/11/2024,Age,0-18 Years,01 To 18 Weeks,438315
10/11/2024,Age,0-18 Years,18 To 52 Weeks,320880
10/11/2024,Age,0-18 Years,Over 52 Weeks,24515
10/11/2024,Age,0-18 Years,Total,783835
10/11/2024,Age,19-64 Years,Unknown Clock Start,3665
10/11/2024,Age,19-64 Years,01 To 18 Weeks,2318265
10/11/2024,Age,19-64 Years,18 To 52 Weeks,1647125
10/11/2024,Age,19-64 Years,Over 52 Weeks,148000
10/11/2024,Age,19-64 Years,Total,4117055
10/11/2024,Age,Over 65 Years,Unknown Clock Start,12370
10/11/2024,Age,Over 65 Years,01 To 18 Weeks,1484060
10/11/2024,Age,Over 65 Years,18 To 52 Weeks,890920
10/11/2024,Age,Over 65 Years,Over 52 Weeks,72710
10/11/2024,Age,Over 65 Years,Total,2460060
10/11/2024,Sex,Female,Unknown Clock Start,9765
10/11/2024,Sex,Female,01 To 18 Weeks,2300460
10/11/2024,Sex,Female,18 To 52 Weeks,1565835
10/11/2024,Sex,Female,Over 52 Weeks,133035
10/11/2024,Sex,Female,Total,4009090
10/11/2024,Sex,Male,Unknown Clock Start,6390
10/11/2024,Sex,Male,01 To 18 Weeks,1765555
10/11/2024,Sex,Male,18 To 52 Weeks,1172335
10/11/2024,Sex,Male,Over 52 Weeks,97325
10/11/2024,Sex,Male,Total,3041605
17/11/2024,Age,0-18 Years,Unknown Clock Start,160
17/11/2024,Age,0-18 Years,01 To 18 Weeks,438330
17/11/2024,Age,0-18 Years,18 To 52 Weeks,319090
17/11/2024,Age,0-18 Years,Over 52 Weeks,24135
17/11/2024,Age,0-18 Years,Total,781710
17/11/2024,Age,19-64 Years,Unknown Clock Start,3795
17/11/2024,Age,19-64 Years,01 To 18 Weeks,2323305
17/11/2024,Age,19-64 Years,18 To 52 Weeks,1644760
17/11/2024,Age,19-64 Years,Over 52 Weeks,145740
17/11/2024,Age,19-64 Years,Total,4117605
17/11/2024,Age,Over 65 Years,Unknown Clock Start,12730
17/11/2024,Age,Over 65 Years,01 To 18 Weeks,1484795
17/11/2024,Age,Over 65 Years,18 To 52 Weeks,889430
17/11/2024,Age,Over 65 Years,Over 52 Weeks,71185
17/11/2024,Age,Over 65 Years,Total,2458135
17/11/2024,Sex,Female,Unknown Clock Start,10060
17/11/2024,Sex,Female,01 To 18 Weeks,2302055
17/11/2024,Sex,Female,18 To 52 Weeks,1563105
17/11/2024,Sex,Female,Over 52 Weeks,131065
17/11/2024,Sex,Female,Total,4006285
17/11/2024,Sex,Male,Unknown Clock Start,6615
17/11/2024,Sex,Male,01 To 18 Weeks,1766205
17/11/2024,Sex,Male,18 To 52 Weeks,1170600
17/11/2024,Sex,Male,Over 52 Weeks,95720
17/11/2024,Sex,Male,Total,3039140
24/11/2024,Age,0-18 Years,Unknown Clock Start,125
24/11/2024,Age,0-18 Years,01 To 18 Weeks,440005
24/11/2024,Age,0-18 Years,18 To 52 Weeks,316185
24/11/2024,Age,0-18 Years,Over 52 Weeks,23420
24/11/2024,Age,0-18 Years,Total,779730
24/11/2024,Age,19-64 Years,Unknown Clock Start,465
24/11/2024,Age,19-64 Years,01 To 18 Weeks,2329055
24/11/2024,Age,19-64 Years,18 To 52 Weeks,1633750
24/11/2024,Age,19-64 Years,Over 52 Weeks,141505
24/11/2024,Age,19-64 Years,Total,4104780
24/11/2024,Age,Over 65 Years,Unknown Clock Start,325
24/11/2024,Age,Over 65 Years,01 To 18 Weeks,1471975
24/11/2024,Age,Over 65 Years,18 To 52 Weeks,878055
24/11/2024,Age,Over 65 Years,Over 52 Weeks,68925
24/11/2024,Age,Over 65 Years,Total,2419280
24/11/2024,Sex,Female,Unknown Clock Start,470
24/11/2024,Sex,Female,01 To 18 Weeks,2294880
24/11/2024,Sex,Female,18 To 52 Weeks,1549745
24/11/2024,Sex,Female,Over 52 Weeks,126860
24/11/2024,Sex,Female,Total,3971960
24/11/2024,Sex,Male,Unknown Clock Start,385
24/11/2024,Sex,Male,01 To 18 Weeks,1762300
24/11/2024,Sex,Male,18 To 52 Weeks,1159860
24/11/2024,Sex,Male,Over 52 Weeks,93355
24/11/2024,Sex,Male,Total,3015905
01/12/2024,Age,0-18 Years,Unknown Clock Start,155
01/12/2024,Age,0-18 Years,01 To 18 Weeks,437415
01/12/2024,Age,0-18 Years,18 To 52 Weeks,312000
01/12/2024,Age,0-18 Years,Over 52 Weeks,22850
01/12/2024,Age,0-18 Years,Total,772420
01/12/2024,Age,19-64 Years,Unknown Clock Start,3895
01/12/2024,Age,19-64 Years,01 To 18 Weeks,2317970
01/12/2024,Age,19-64 Years,18 To 52 Weeks,1622720
01/12/2024,Age,19-64 Years,Over 52 Weeks,137685
01/12/2024,Age,19-64 Years,Total,4082265
01/12/2024,Age,Over 65 Years,Unknown Clock Start,13415
01/12/2024,Age,Over 65 Years,01 To 18 Weeks,1469460
01/12/2024,Age,Over 65 Years,18 To 52 Weeks,877605
01/12/2024,Age,Over 65 Years,Over 52 Weeks,67230
01/12/2024,Age,Over 65 Years,Total,2427710
01/12/2024,Sex,Female,Unknown Clock Start,10520
01/12/2024,Sex,Female,01 To 18 Weeks,2285965
01/12/2024,Sex,Female,18 To 52 Weeks,1541705
01/12/2024,Sex,Female,Over 52 Weeks,123285
01/12/2024,Sex,Female,Total,3961475
01/12/2024,Sex,Male,Unknown Clock Start,6940
01/12/2024,Sex,Male,01 To 18 Weeks,1756885
01/12/2024,Sex,Male,18 To 52 Weeks,1153345
01/12/2024,Sex,Male,Over 52 Weeks,90925
01/12/2024,Sex,Male,Total,3008100
08/12/2024,Age,0-18 Years,Unknown Clock Start,145
08/12/2024,Age,0-18 Years,01 To 18 Weeks,442205
08/12/2024,Age,0-18 Years,18 To 52 Weeks,311780
08/12/2024,Age,0-18 Years,Over 52 Weeks,22675
08/12/2024,Age,0-18 Years,Total,776800
08/12/2024,Age,19-64 Years,Unknown Clock Start,5295
08/12/2024,Age,19-64 Years,01 To 18 Weeks,2342330
08/12/2024,Age,19-64 Years,18 To 52 Weeks,1633485
08/12/2024,Age,19-64 Years,Over 52 Weeks,137495
08/12/2024,Age,19-64 Years,Total,4118610
08/12/2024,Age,Over 65 Years,Unknown Clock Start,24645
08/12/2024,Age,Over 65 Years,01 To 18 Weeks,1485780
08/12/2024,Age,Over 65 Years,18 To 52 Weeks,886115
08/12/2024,Age,Over 65 Years,Over 52 Weeks,74095
08/12/2024,Age,Over 65 Years,Total,2470630
08/12/2024,Sex,Female,Unknown Clock Start,17945
08/12/2024,Sex,Female,01 To 18 Weeks,2283075
08/12/2024,Sex,Female,18 To 52 Weeks,1536750
08/12/2024,Sex,Female,Over 52 Weeks,126770
08/12/2024,Sex,Female,Total,3964540
08/12/2024,Sex,Male,Unknown Clock Start,12125
08/12/2024,Sex,Male,01 To 18 Weeks,1757525
08/12/2024,Sex,Male,18 To 52 Weeks,1148680
08/12/2024,Sex,Male,Over 52 Weeks,93275
08/12/2024,Sex,Male,Total,3011605
15/12/2024,Age,0-18 Years,Unknown Clock Start,120
15/12/2024,Age,0-18 Years,01 To 18 Weeks,438045
15/12/2024,Age,0-18 Years,18 To 52 Weeks,304250
15/12/2024,Age,0-18 Years,Over 52 Weeks,22075
15/12/2024,Age,0-18 Years,Total,764490
15/12/2024,Age,19-64 Years,Unknown Clock Start,2130
15/12/2024,Age,19-64 Years,01 To 18 Weeks,2314695
15/12/2024,Age,19-64 Years,18 To 52 Weeks,1613395
15/12/2024,Age,19-64 Years,Over 52 Weeks,131805
15/12/2024,Age,19-64 Years,Total,4062025
15/12/2024,Age,Over 65 Years,Unknown Clock Start,1220
15/12/2024,Age,Over 65 Years,01 To 18 Weeks,1458805
15/12/2024,Age,Over 65 Years,18 To 52 Weeks,870020
15/12/2024,Age,Over 65 Years,Over 52 Weeks,64345
15/12/2024,Age,Over 65 Years,Total,2394390
15/12/2024,Sex,Female,Unknown Clock Start,2245
15/12/2024,Sex,Female,01 To 18 Weeks,2280720
15/12/2024,Sex,Female,18 To 52 Weeks,1531760
15/12/2024,Sex,Female,Over 52 Weeks,118870
15/12/2024,Sex,Female,Total,3933595
15/12/2024,Sex,Male,Unknown Clock Start,1220
15/12/2024,Sex,Male,01 To 18 Weeks,1756525
15/12/2024,Sex,Male,18 To 52 Weeks,1142625
15/12/2024,Sex,Male,Over 52 Weeks,87275
15/12/2024,Sex,Male,Total,2987645
22/12/2024,Age,0-18 Years,Unknown Clock Start,140
22/12/2024,Age,0-18 Years,01 To 18 Weeks,440625
22/12/2024,Age,0-18 Years,18 To 52 Weeks,302735
22/12/2024,Age,0-18 Years,Over 52 Weeks,21835
22/12/2024,Age,0-18 Years,Total,765335
22/12/2024,Age,19-64 Years,Unknown Clock Start,2000
22/12/2024,Age,19-64 Years,01 To 18 Weeks,2298055
22/12/2024,Age,19-64 Years,18 To 52 Weeks,1596730
22/12/2024,Age,19-64 Years,Over 52 Weeks,127730
22/12/2024,Age,19-64 Years,Total,4024520
22/12/2024,Age,Over 65 Years,Unknown Clock Start,1150
22/12/2024,Age,Over 65 Years,01 To 18 Weeks,1447570
22/12/2024,Age,Over 65 Years,18 To 52 Weeks,863055
22/12/2024,Age,Over 65 Years,Over 52 Weeks,62375
22/12/2024,Age,Over 65 Years,Total,2374150
22/12/2024,Sex,Female,Unknown Clock Start,2130
22/12/2024,Sex,Female,01 To 18 Weeks,2262235
22/12/2024,Sex,Female,18 To 52 Weeks,1517210
22/12/2024,Sex,Female,Over 52 Weeks,115300
22/12/2024,Sex,Female,Total,3896875
22/12/2024,Sex,Male,Unknown Clock Start,1160
22/12/2024,Sex,Male,01 To 18 Weeks,1748185
22/12/2024,Sex,Male,18 To 52 Weeks,1131560
22/12/2024,Sex,Male,Over 52 Weeks,84995
22/12/2024,Sex,Male,Total,2965895
29/12/2024,Age,0-18 Years,Unknown Clock Start,105
29/12/2024,Age,0-18 Years,01 To 18 Weeks,438890
29/12/2024,Age,0-18 Years,18 To 52 Weeks,314550
29/12/2024,Age,0-18 Years,Over 52 Weeks,21905
29/12/2024,Age,0-18 Years,Total,775450
29/12/2024,Age,19-64 Years,Unknown Clock Start,2050
29/12/2024,Age,19-64 Years,01 To 18 Weeks,2306635
29/12/2024,Age,19-64 Years,18 To 52 Weeks,1672355
29/12/2024,Age,19-64 Years,Over 52 Weeks,128900
29/12/2024,Age,19-64 Years,Total,4109940
29/12/2024,Age,Over 65 Years,Unknown Clock Start,1195
29/12/2024,Age,Over 65 Years,01 To 18 Weeks,1456250
29/12/2024,Age,Over 65 Years,18 To 52 Weeks,908780
29/12/2024,Age,Over 65 Years,Over 52 Weeks,62610
29/12/2024,Age,Over 65 Years,Total,2428840
29/12/2024,Sex,Female,Unknown Clock Start,2175
29/12/2024,Sex,Female,01 To 18 Weeks,2269625
29/12/2024,Sex,Female,18 To 52 Weeks,1592105
29/12/2024,Sex,Female,Over 52 Weeks,116435
29/12/2024,Sex,Female,Total,3980340
29/12/2024,Sex,Male,Unknown Clock Start,1165
29/12/2024,Sex,Male,01 To 18 Weeks,1752755
29/12/2024,Sex,Male,18 To 52 Weeks,1184580
29/12/2024,Sex,Male,Over 52 Weeks,85415
29/12/2024,Sex,Male,Total,3023920
05/01/2025,Age,0-18 Years,Unknown Clock Start,85
05/01/2025,Age,0-18 Years,01 To 18 Weeks,427255
05/01/2025,Age,0-18 Years,18 To 52 Weeks,306550
05/01/2025,Age,0-18 Years,Over 52 Weeks,21855
05/01/2025,Age,0-18 Years,Total,755745
05/01/2025,Age,19-64 Years,Unknown Clock Start,2165
05/01/2025,Age,19-64 Years,01 To 18 Weeks,2212100
05/01/2025,Age,19-64 Years,18 To 52 Weeks,1607585
05/01/2025,Age,19-64 Years,Over 52 Weeks,124110
05/01/2025,Age,19-64 Years,Total,3945965
05/01/2025,Age,Over 65 Years,Unknown Clock Start,1235
05/01/2025,Age,Over 65 Years,01 To 18 Weeks,1404860
05/01/2025,Age,Over 65 Years,18 To 52 Weeks,881800
05/01/2025,Age,Over 65 Years,Over 52 Weeks,60610
05/01/2025,Age,Over 65 Years,Total,2348500
05/01/2025,Sex,Female,Unknown Clock Start,2240
05/01/2025,Sex,Female,01 To 18 Weeks,2179830
05/01/2025,Sex,Female,18 To 52 Weeks,1535295
05/01/2025,Sex,Female,Over 52 Weeks,112610
05/01/2025,Sex,Female,Total,3829975
05/01/2025,Sex,Male,Unknown Clock Start,1245
05/01/2025,Sex,Male,01 To 18 Weeks,1686160
05/01/2025,Sex,Male,18 To 52 Weeks,1142060
05/01/2025,Sex,Male,Over 52 Weeks,82525
05/01/2025,Sex,Male,Total,2911985
12/01/2025,Age,0-18 Years,Unknown Clock Start,150
12/01/2025,Age,0-18 Years,01 To 18 Weeks,439045
12/01/2025,Age,0-18 Years,18 To 52 Weeks,314865
12/01/2025,Age,0-18 Years,Over 52 Weeks,22300
12/01/2025,Age,0-18 Years,Total,776365
12/01/2025,Age,19-64 Years,Unknown Clock Start,2470
12/01/2025,Age,19-64 Years,01 To 18 Weeks,2300790
12/01/2025,Age,19-64 Years,18 To 52 Weeks,1680450
12/01/2025,Age,19-64 Years,Over 52 Weeks,129850
12/01/2025,Age,19-64 Years,Total,4113560
12/01/2025,Age,Over 65 Years,Unknown Clock Start,1300
12/01/2025,Age,Over 65 Years,01 To 18 Weeks,1448250
12/01/2025,Age,Over 65 Years,18 To 52 Weeks,916735
12/01/2025,Age,Over 65 Years,Over 52 Weeks,62610
12/01/2025,Age,Over 65 Years,Total,2428890
12/01/2025,Sex,Female,Unknown Clock Start,2475
12/01/2025,Sex,Female,01 To 18 Weeks,2244385
12/01/2025,Sex,Female,18 To 52 Weeks,1591820
12/01/2025,Sex,Female,Over 52 Weeks,116870
12/01/2025,Sex,Female,Total,3955555
12/01/2025,Sex,Male,Unknown Clock Start,1445
12/01/2025,Sex,Male,01 To 18 Weeks,1763990
12/01/2025,Sex,Male,18 To 52 Weeks,1200200
12/01/2025,Sex,Male,Over 52 Weeks,86675
12/01/2025,Sex,Male,Total,3052310
19/01/2025,Age,0-18 Years,Unknown Clock Start,85
19/01/2025,Age,0-18 Years,01 To 18 Weeks,440915
19/01/2025,Age,0-18 Years,18 To 52 Weeks,311735
19/01/2025,Age,0-18 Years,Over 52 Weeks,22090
19/01/2025,Age,0-18 Years,Total,774825
19/01/2025,Age,19-64 Years,Unknown Clock Start,2090
19/01/2025,Age,19-64 Years,01 To 18 Weeks,2306885
19/01/2025,Age,19-64 Years,18 To 52 Weeks,1672800
19/01/2025,Age,19-64 Years,Over 52 Weeks,128480
19/01/2025,Age,19-64 Years,Total,4110250
19/01/2025,Age,Over 65 Years,Unknown Clock Start,1215
19/01/2025,Age,Over 65 Years,01 To 18 Weeks,1447335
19/01/2025,Age,Over 65 Years,18 To 52 Weeks,913475
19/01/2025,Age,Over 65 Years,Over 52 Weeks,61715
19/01/2025,Age,Over 65 Years,Total,2423740
19/01/2025,Sex,Female,Unknown Clock Start,2175
19/01/2025,Sex,Female,01 To 18 Weeks,2261185
19/01/2025,Sex,Female,18 To 52 Weeks,1593640
19/01/2025,Sex,Female,Over 52 Weeks,115880
19/01/2025,Sex,Female,Total,3972875
19/01/2025,Sex,Male,Unknown Clock Start,1210
19/01/2025,Sex,Male,01 To 18 Weeks,1755110
19/01/2025,Sex,Male,18 To 52 Weeks,1185180
19/01/2025,Sex,Male,Over 52 Weeks,85370
19/01/2025,Sex,Male,Total,3026870
26/01/2025,Age,0-18 Years,Unknown Clock Start,135
26/01/2025,Age,0-18 Years,01 To 18 Weeks,441840
26/01/2025,Age,0-18 Years,18 To 52 Weeks,308660
26/01/2025,Age,0-18 Years,Over 52 Weeks,21820
26/01/2025,Age,0-18 Years,Total,772455
26/01/2025,Age,19-64 Years,Unknown Clock Start,2315
26/01/2025,Age,19-64 Years,01 To 18 Weeks,2307200
26/01/2025,Age,19-64 Years,18 To 52 Weeks,1663600
26/01/2025,Age,19-64 Years,Over 52 Weeks,127145
26/01/2025,Age,19-64 Years,Total,4100260
26/01/2025,Age,Over 65 Years,Unknown Clock Start,1340
26/01/2025,Age,Over 65 Years,01 To 18 Weeks,1443540
26/01/2025,Age,Over 65 Years,18 To 52 Weeks,908215
26/01/2025,Age,Over 65 Years,Over 52 Weeks,60670
26/01/2025,Age,Over 65 Years,Total,2413765
26/01/2025,Sex,Female,Unknown Clock Start,2415
26/01/2025,Sex,Female,01 To 18 Weeks,2258540
26/01/2025,Sex,Female,18 To 52 Weeks,1584575
26/01/2025,Sex,Female,Over 52 Weeks,114620
26/01/2025,Sex,Female,Total,3960150
26/01/2025,Sex,Male,Unknown Clock Start,1375
26/01/2025,Sex,Male,01 To 18 Weeks,1754050
26/01/2025,Sex,Male,18 To 52 Weeks,1178055
26/01/2025,Sex,Male,Over 52 Weeks,84300
26/01/2025,Sex,Male,Total,3017775
02/02/2025,Age,0-18 Years,Unknown Clock Start,145
02/02/2025,Age,0-18 Years,01 To 18 Weeks,443925
02/02/2025,Age,0-18 Years,18 To 52 Weeks,306095
02/02/2025,Age,0-18 Years,Over 52 Weeks,21615
02/02/2025,Age,0-18 Years,Total,771785
02/02/2025,Age,19-64 Years,Unknown Clock Start,2280
02/02/2025,Age,19-64 Years,01 To 18 Weeks,2312650
02/02/2025,Age,19-64 Years,18 To 52 Weeks,1657485
02/02/2025,Age,19-64 Years,Over 52 Weeks,126075
02/02/2025,Age,19-64 Years,Total,4098495
02/02/2025,Age,Over 65 Years,Unknown Clock Start,1300
02/02/2025,Age,Over 65 Years,01 To 18 Weeks,1440335
02/02/2025,Age,Over 65 Years,18 To 52 Weeks,903990
02/02/2025,Age,Over 65 Years,Over 52 Weeks,59735
02/02/2025,Age,Over 65 Years,Total,2405360
02/02/2025,Sex,Female,Unknown Clock Start,2405
02/02/2025,Sex,Female,01 To 18 Weeks,2257945
02/02/2025,Sex,Female,18 To 52 Weeks,1578200
02/02/2025,Sex,Female,Over 52 Weeks,113485
02/02/2025,Sex,Female,Total,3952030
02/02/2025,Sex,Male,Unknown Clock Start,1320
02/02/2025,Sex,Male,01 To 18 Weeks,1755320
02/02/2025,Sex,Male,18 To 52 Weeks,1172375
02/02/2025,Sex,Male,Over 52 Weeks,83475
02/02/2025,Sex,Male,Total,3012490
09/02/2025,Age,0-18 Years,Unknown Clock Start,200
09/02/2025,Age,0-18 Years,01 To 18 Weeks,442975
09/02/2025,Age,0-18 Years,18 To 52 Weeks,302150
09/02/2025,Age,0-18 Years,Over 52 Weeks,21760
09/02/2025,Age,0-18 Years,Total,767080
09/02/2025,Age,19-64 Years,Unknown Clock Start,2575
09/02/2025,Age,19-64 Years,01 To 18 Weeks,2305305
09/02/2025,Age,19-64 Years,18 To 52 Weeks,1644200
09/02/2025,Age,19-64 Years,Over 52 Weeks,125620
09/02/2025,Age,19-64 Years,Total,4077705
09/02/2025,Age,Over 65 Years,Unknown Clock Start,1445
09/02/2025,Age,Over 65 Years,01 To 18 Weeks,1434365
09/02/2025,Age,Over 65 Years,18 To 52 Weeks,894350
09/02/2025,Age,Over 65 Years,Over 52 Weeks,59405
09/02/2025,Age,Over 65 Years,Total,2389560
09/02/2025,Sex,Female,Unknown Clock Start,2675
09/02/2025,Sex,Female,01 To 18 Weeks,2250685
09/02/2025,Sex,Female,18 To 52 Weeks,1563720
09/02/2025,Sex,Female,Over 52 Weeks,113000
09/02/2025,Sex,Female,Total,3930080
09/02/2025,Sex,Male,Unknown Clock Start,1535
09/02/2025,Sex,Male,01 To 18 Weeks,1749080
09/02/2025,Sex,Male,18 To 52 Weeks,1160905
09/02/2025,Sex,Male,Over 52 Weeks,83375
09/02/2025,Sex,Male,Total,2994895
16/02/2025,Age,0-18 Years,Unknown Clock Start,135
16/02/2025,Age,0-18 Years,01 To 18 Weeks,445370
16/02/2025,Age,0-18 Years,18 To 52 Weeks,302000
16/02/2025,Age,0-18 Years,Over 52 Weeks,21570
16/02/2025,Age,0-18 Years,Total,769075
16/02/2025,Age,19-64 Years,Unknown Clock Start,2300
16/02/2025,Age,19-64 Years,01 To 18 Weeks,2317690
16/02/2025,Age,19-64 Years,18 To 52 Weeks,1651055
16/02/2025,Age,19-64 Years,Over 52 Weeks,124650
16/02/2025,Age,19-64 Years,Total,4095690
16/02/2025,Age,Over 65 Years,Unknown Clock Start,1275
16/02/2025,Age,Over 65 Years,01 To 18 Weeks,1444650
16/02/2025,Age,Over 65 Years,18 To 52 Weeks,898580
16/02/2025,Age,Over 65 Years,Over 52 Weeks,58800
16/02/2025,Age,Over 65 Years,Total,2403305
16/02/2025,Sex,Female,Unknown Clock Start,2360
16/02/2025,Sex,Female,01 To 18 Weeks,2263770
16/02/2025,Sex,Female,18 To 52 Weeks,1571300
16/02/2025,Sex,Female,Over 52 Weeks,112225
16/02/2025,Sex,Female,Total,3949655
16/02/2025,Sex,Male,Unknown Clock Start,1345
16/02/2025,Sex,Male,01 To 18 Weeks,1760280
16/02/2025,Sex,Male,18 To 52 Weeks,1166555
16/02/2025,Sex,Male,Over 52 Weeks,82595
16/02/2025,Sex,Male,Total,3010780
23/02/2025,Age,0-18 Years,Unknown Clock Start,235
23/02/2025,Age,0-18 Years,01 To 18 Weeks,447470
23/02/2025,Age,0-18 Years,18 To 52 Weeks,302025
23/02/2025,Age,0-18 Years,Over 52 Weeks,21785
23/02/2025,Age,0-18 Years,Total,771515
23/02/2025,Age,19-64 Years,Unknown Clock Start,2780
23/02/2025,Age,19-64 Years,01 To 18 Weeks,2316445
23/02/2025,Age,19-64 Years,18 To 52 Weeks,1651995
23/02/2025,Age,19-64 Years,Over 52 Weeks,124755
23/02/2025,Age,19-64 Years,Total,4095970
23/02/2025,Age,Over 65 Years,Unknown Clock Start,1715
23/02/2025,Age,Over 65 Years,01 To 18 Weeks,1444760
23/02/2025,Age,Over 65 Years,18 To 52 Weeks,898310
23/02/2025,Age,Over 65 Years,Over 52 Weeks,59070
23/02/2025,Age,Over 65 Years,Total,2403850
23/02/2025,Sex,Female,Unknown Clock Start,2990
23/02/2025,Sex,Female,01 To 18 Weeks,2265075
23/02/2025,Sex,Female,18 To 52 Weeks,1572090
23/02/2025,Sex,Female,Over 52 Weeks,112500
23/02/2025,Sex,Female,Total,3952655
23/02/2025,Sex,Male,Unknown Clock Start,1740
23/02/2025,Sex,Male,01 To 18 Weeks,1761235
23/02/2025,Sex,Male,18 To 52 Weeks,1165895
23/02/2025,Sex,Male,Over 52 Weeks,82935
23/02/2025,Sex,Male,Total,3011805
02/03/2025,Age,0-18 Years,Unknown Clock Start,105
02/03/2025,Age,0-18 Years,01 To 18 Weeks,449130
02/03/2025,Age,0-18 Years,18 To 52 Weeks,300320
02/03/2025,Age,0-18 Years,Over 52 Weeks,21760
02/03/2025,Age,0-18 Years,Total,771315
