Code,Name,Geography,Metric,Category,Waiting Bands,Count
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,L: Any other Asian background,18 To 52 Weeks,25
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,L: Any other Asian background,Total,110
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,M: Caribbean,01 To 18 Weeks,10
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,M: Caribbean,18 To 52 Weeks,*
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,M: Caribbean,Total,15
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,N: African,01 To 18 Weeks,60
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,N: African,18 To 52 Weeks,15
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,N: African,Total,75
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,P: Any other Black background,01 To 18 Weeks,25
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,P: Any other Black background,18 To 52 Weeks,*
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,P: Any other Black background,Total,35
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,R: Chinese,01 To 18 Weeks,30
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,R: Chinese,18 To 52 Weeks,*
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,R: Chinese,Total,40
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,50
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,10
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,S: Any other ethnic group,Total,55
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,Z: Not stated,01 To 18 Weeks,940
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,Z: Not stated,18 To 52 Weeks,230
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,Z: Not stated,Total,1170
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,IMD,1,01 To 18 Weeks,3100
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,IMD,1,18 To 52 Weeks,650
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,IMD,1,Total,3750
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,IMD,10,01 To 18 Weeks,2710
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,IMD,10,18 To 52 Weeks,565
